Complaint_ID,Complaint_Date,District,Ward,Area,Issue_Type,Department,Priority,Status,Assigned_Officer,Resolution_Date,Citizen_Rating,Latitude,Longitude,Remarks
CMP0717,2026-06-23,Central,Ward-27,Esplanade,Pothole,Road Department,High,In Progress,Rajesh Kumar,,,22.566645,88.409728,Work Completed
CMP0718,2026-05-26,South,Ward-4,Tollygunge,Garbage Overflow,Sanitation Department,High,Open,Pooja Sen,,,22.61351,88.351354,Work Completed
CMP0719,2026-02-08,South,Ward-21,Tollygunge,Traffic Signal Fault,Traffic Department,High,In Progress,Rahul Sen,,,22.629269,88.362981,Pending
CMP0720,2026-03-18,North,Ward-15,Shyambazar,Garbage Overflow,Sanitation Department,Medium,In Progress,Pooja Sen,,,22.602255,88.252718,Inspection Pending
CMP0721,2026-04-02,South,Ward-29,Garia,Pothole,Road Department,High,Open,Suresh Roy,,,22.522286,88.349371,Work Completed
CMP0722,2026-06-19,South,Ward-12,Tollygunge,Road Damage,Road Department,Low,In Progress,Rajesh Kumar,,,22.636397,88.292902,Repaired
CMP0723,2026-01-18,West,Ward-29,Behala,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-01-22,3.0,22.454826,88.419103,Material Awaited
CMP0724,2026-03-07,South,Ward-29,Garia,Park Maintenance,Parks Department,Medium,In Progress,Arjun Roy,,,22.681701,88.298861,Verified
CMP0725,2026-04-22,East,Ward-4,New Town,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.497047,88.426566,Work Completed
CMP0726,2026-06-27,Central,Ward-20,Park Street,Street Light Fault,Electricity Department,Medium,Open,Karan Paul,,,22.628111,88.380229,Repaired
CMP0727,2026-04-16,East,Ward-28,New Town,Traffic Signal Fault,Traffic Department,Medium,Open,Deepak Bose,,,22.574895,88.431711,Repaired
CMP0728,2026-03-17,South,Ward-4,Tollygunge,Road Damage,Road Department,Low,In Progress,Rajesh Kumar,,,22.630893,88.264432,Verified
CMP0729,2026-05-29,West,Ward-8,Behala,Illegal Dumping,Sanitation Department,High,Resolved,Pooja Sen,2026-06-08,3.0,22.516875,88.497777,Work Completed
CMP0730,2026-05-28,North,Ward-11,Shyambazar,Garbage Overflow,Sanitation Department,Low,In Progress,Pooja Sen,,,22.463618,88.442646,Team Assigned
CMP0731,2026-02-10,Central,Ward-20,Park Street,Drain Blockage,Sewer Department,Medium,Open,Vikram Das,,,22.539962,88.346746,Pending
CMP0732,2026-03-27,North,Ward-16,Shyambazar,Pothole,Road Department,High,Open,Rajesh Kumar,,,22.652168,88.423332,Pending
CMP0733,2026-03-30,Central,Ward-5,Esplanade,Park Maintenance,Parks Department,High,In Progress,Sonia Ghosh,,,22.538105,88.450005,Verified
CMP0734,2026-12-05,East,Ward-4,New Town,Water Leakage,Water Department,Medium,Resolved,Priya Sharma,2026-05-13,5.0,22.632523,88.463901,Verified
CMP0735,2026-01-18,East,Ward-28,New Town,Drain Blockage,Sewer Department,Medium,In Progress,Vikram Das,,,22.547198,88.493643,Work Completed
CMP0736,2026-03-29,South,Ward-14,Tollygunge,Garbage Overflow,Sanitation Department,Low,Open,Neha Gupta,,,22.461204,88.325021,Inspection Pending
CMP0737,2026-02-03,East,Ward-7,New Town,Water Leakage,Water Department,Low,In Progress,Priya Sharma,,,22.517532,88.342971,Work Completed
CMP0738,2026-02-23,South,Ward-13,Tollygunge,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-02-26,3.0,22.656874,88.389301,Verified
CMP0739,2026-04-05,North,Ward-7,Dum Dum,Street Light Fault,Electricity Department,High,In Progress,Amit Singh,,,22.566872,88.310683,Team Assigned
CMP0740,2026-05-23,East,Ward-10,New Town,Street Light Fault,Electricity Department,High,Open,Amit Singh,,,22.45561,88.368634,Material Awaited
CMP0741,2026-06-07,West,Ward-5,Santragachi,Street Light Fault,Electricity Department,Low,Open,Amit Singh,,,22.662715,88.447649,Pending
CMP0742,2026-06-05,West,Ward-11,Behala,Illegal Dumping,Sanitation Department,High,Open,Pooja Sen,,,22.694227,88.287473,Verified
CMP0743,2026-06-25,East,Ward-21,New Town,Road Damage,Road Department,High,Resolved,Rajesh Kumar,2026-06-26,4.0,22.539044,88.362756,Pending
CMP0744,2026-02-14,North,Ward-9,Shyambazar,Park Maintenance,Parks Department,High,In Progress,Arjun Roy,,,22.60102,88.41711,Work Completed
CMP0745,2026-01-26,Central,Ward-2,Park Street,Garbage Overflow,Sanitation Department,High,Resolved,Pooja Sen,2026-02-05,5.0,22.592393,88.394195,Work Completed
CMP0746,2026-04-15,East,Ward-23,New Town,Sewer Problem,Sewer Department,High,Open,Anil Shaw,,,22.603732,88.419656,Material Awaited
CMP0747,2026-06-13,West,Ward-17,Behala,Traffic Signal Fault,Traffic Department,Low,Resolved,Rahul Sen,2026-06-22,5.0,22.699681,88.45842,Repaired
CMP0748,2026-01-05,North,Ward-13,Dum Dum,Water Leakage,Water Department,Medium,In Progress,Priya Sharma,,,22.549468,88.319695,Work Completed
CMP0749,2026-04-07,North,Ward-11,Dum Dum,Park Maintenance,Parks Department,High,Resolved,Arjun Roy,2026-04-13,5.0,22.619676,88.383865,Team Assigned
CMP0750,2026-04-18,Central,Ward-6,Park Street,Sewer Problem,Sewer Department,Low,Resolved,Anil Shaw,2026-04-26,5.0,22.530909,88.434031,Material Awaited
CMP0751,2026-02-12,East,Ward-19,New Town,Traffic Signal Fault,Traffic Department,Medium,Resolved,Deepak Bose,2026-02-13,4.0,22.69473,88.406793,Team Assigned
CMP0752,2026-05-14,Central,Ward-14,Esplanade,Pothole,Road Department,Medium,Open,Rajesh Kumar,,,22.504752,88.341833,Team Assigned
CMP0753,2026-05-08,South,Ward-13,Garia,Drain Blockage,Sewer Department,Low,In Progress,Vikram Das,,,22.693562,88.329695,Work Completed
CMP0754,2026-09-06,Central,Ward-5,Esplanade,Drain Blockage,Sewer Department,High,Open,Anil Shaw,,,22.482733,88.347566,Team Assigned
CMP0755,2026-02-06,East,Ward-15,Salt Lake,Traffic Signal Fault,Traffic Department,Low,Open,Rahul Sen,,,22.459419,88.367082,Repaired
CMP0756,2026-05-11,North,Ward-2,Dum Dum,Water Leakage,Water Department,High,Open,Rohit Das,,,22.544851,88.251594,Inspection Pending
CMP0757,2026-06-02,West,Ward-26,Behala,Street Light Fault,Electricity Department,Low,In Progress,Amit Singh,,,22.451866,88.373409,Inspection Pending
CMP0758,2026-03-15,North,Ward-28,Dum Dum,Traffic Signal Fault,Traffic Department,Medium,Resolved,Rahul Sen,2026-03-19,3.0,22.663102,88.437835,Inspection Pending
CMP0759,2026-03-04,South,Ward-12,Garia,Drain Blockage,Sewer Department,Medium,Open,Vikram Das,,,22.603335,88.418704,Material Awaited
CMP0760,2026-06-04,West,Ward-19,Behala,Drain Blockage,Sewer Department,Low,Open,Anil Shaw,,,22.542087,88.375576,Material Awaited
CMP0761,2026-01-27,East,Ward-9,New Town,Pothole,Road Department,Low,Open,Rajesh Kumar,,,22.588861,88.313714,Inspection Pending
CMP0762,2026-02-25,West,Ward-20,Santragachi,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-02-28,3.0,22.522516,88.281842,Inspection Pending
CMP0763,2026-02-16,North,Ward-15,Shyambazar,Park Maintenance,Parks Department,Medium,Resolved,Arjun Roy,2026-02-17,3.0,22.68818,88.454917,Verified
CMP0764,2026-02-11,West,Ward-15,Behala,Street Light Fault,Electricity Department,Medium,Open,Karan Paul,,,22.555675,88.323151,Material Awaited
CMP0765,2026-04-06,South,Ward-4,Garia,Street Light Fault,Electricity Department,High,Resolved,Amit Singh,2026-04-07,4.0,22.544808,88.477444,Repaired
CMP0766,2026-04-24,North,Ward-21,Dum Dum,Street Light Fault,Electricity Department,High,Open,Karan Paul,,,22.643523,88.301405,Material Awaited
CMP0767,2026-06-22,South,Ward-19,Garia,Illegal Dumping,Sanitation Department,High,In Progress,Neha Gupta,,,22.60251,88.277614,Work Completed
CMP0768,2026-04-05,North,Ward-28,Shyambazar,Road Damage,Road Department,High,In Progress,Suresh Roy,,,22.649031,88.346498,Repaired
CMP0769,2026-03-01,Central,Ward-7,Esplanade,Illegal Dumping,Sanitation Department,High,Open,Neha Gupta,,,22.50956,88.29152,Verified
CMP0770,2026-02-22,North,Ward-1,Shyambazar,Water Leakage,Water Department,Low,In Progress,Rohit Das,,,22.513488,88.443317,Verified
CMP0771,2026-01-08,East,Ward-5,New Town,Traffic Signal Fault,Traffic Department,High,Resolved,Deepak Bose,2026-01-10,5.0,22.541813,88.37076,Inspection Pending
CMP0772,2026-04-01,Central,Ward-2,Esplanade,Pothole,Road Department,High,In Progress,Rajesh Kumar,,,22.549207,88.431101,Verified
CMP0773,2026-03-06,East,Ward-28,New Town,Road Damage,Road Department,High,Resolved,Rajesh Kumar,2026-03-15,5.0,22.593866,88.295822,Verified
CMP0774,2026-12-06,South,Ward-10,Tollygunge,Park Maintenance,Parks Department,Medium,Open,Arjun Roy,,,22.612872,88.288735,Material Awaited
CMP0775,2026-06-05,East,Ward-18,New Town,Pothole,Road Department,High,Resolved,Suresh Roy,2026-06-12,4.0,22.672288,88.427127,Work Completed
CMP0776,2026-05-22,West,Ward-10,Behala,Drain Blockage,Sewer Department,Low,Open,Anil Shaw,,,22.625329,88.428267,Verified
CMP0777,2026-05-24,South,Ward-2,Tollygunge,Park Maintenance,Parks Department,Medium,Open,Arjun Roy,,,22.620177,88.357495,Team Assigned
CMP0778,2026-08-05,North,Ward-18,Dum Dum,Road Damage,Road Department,Low,In Progress,Suresh Roy,,,22.555452,88.387599,Repaired
CMP0779,2026-02-01,Central,Ward-17,Park Street,Garbage Overflow,Sanitation Department,Low,Resolved,Neha Gupta,2026-01-03,3.0,22.63797,88.460288,Material Awaited
CMP0780,2026-05-13,West,Ward-21,Santragachi,Water Leakage,Water Department,Low,In Progress,Priya Sharma,,,22.477171,88.386843,Verified
CMP0781,2026-05-26,Central,Ward-16,Park Street,Drain Blockage,Sewer Department,Medium,In Progress,Anil Shaw,,,22.604655,88.344653,Material Awaited
CMP0782,2026-05-14,West,Ward-28,Santragachi,Traffic Signal Fault,Traffic Department,High,Resolved,Rahul Sen,2026-05-19,5.0,22.484354,88.290373,Pending
CMP0783,2026-05-23,Central,Ward-5,Esplanade,Pothole,Road Department,Low,In Progress,Rajesh Kumar,,,22.502641,88.389045,Material Awaited
CMP0784,2026-06-16,East,Ward-4,Salt Lake,Traffic Signal Fault,Traffic Department,Low,Resolved,Deepak Bose,2026-06-23,3.0,22.610734,88.435982,Work Completed
CMP0785,2026-02-28,West,Ward-16,Santragachi,Water Leakage,Water Department,Medium,In Progress,Rohit Das,,,22.676537,88.440018,Material Awaited
CMP0786,2026-06-24,Central,Ward-8,Esplanade,Drain Blockage,Sewer Department,High,Resolved,Vikram Das,2026-06-26,4.0,22.529861,88.270562,Verified
CMP0787,2026-03-15,North,Ward-2,Shyambazar,Sewer Problem,Sewer Department,Medium,In Progress,Anil Shaw,,,22.529901,88.428307,Inspection Pending
CMP0788,2026-02-03,North,Ward-18,Shyambazar,Traffic Signal Fault,Traffic Department,Low,Open,Rahul Sen,,,22.65281,88.258234,Verified
CMP0789,2026-04-13,South,Ward-13,Garia,Traffic Signal Fault,Traffic Department,High,Open,Deepak Bose,,,22.646987,88.36407,Inspection Pending
CMP0790,2026-07-06,North,Ward-24,Dum Dum,Street Light Fault,Electricity Department,Medium,In Progress,Amit Singh,,,22.690972,88.343531,Verified
CMP0791,2026-06-22,Central,Ward-24,Esplanade,Illegal Dumping,Sanitation Department,Low,In Progress,Neha Gupta,,,22.68166,88.400325,Verified
CMP0792,2026-12-01,Central,Ward-11,Park Street,Drain Blockage,Sewer Department,High,Open,Anil Shaw,,,22.67726,88.390354,Verified
CMP0793,2026-03-13,Central,Ward-18,Park Street,Street Light Fault,Electricity Department,Low,Resolved,Karan Paul,2026-03-20,5.0,22.452664,88.499328,Team Assigned
CMP0794,2026-02-09,West,Ward-4,Santragachi,Road Damage,Road Department,High,In Progress,Suresh Roy,,,22.474858,88.287043,Inspection Pending
CMP0795,2026-06-19,West,Ward-7,Behala,Illegal Dumping,Sanitation Department,Low,In Progress,Pooja Sen,,,22.56315,88.412094,Work Completed
CMP0796,2026-04-10,North,Ward-29,Shyambazar,Water Leakage,Water Department,Low,Resolved,Priya Sharma,2026-04-17,5.0,22.48213,88.483869,Work Completed
CMP0797,2026-02-01,East,Ward-11,Salt Lake,Water Leakage,Water Department,Low,Resolved,Rohit Das,2026-02-04,4.0,22.693903,88.260812,Repaired
CMP0798,2026-06-11,West,Ward-6,Behala,Traffic Signal Fault,Traffic Department,High,Open,Deepak Bose,,,22.493202,88.345737,Team Assigned
CMP0799,2026-03-08,East,Ward-15,Salt Lake,Park Maintenance,Parks Department,High,Resolved,Sonia Ghosh,2026-03-17,3.0,22.601474,88.485516,Team Assigned
CMP0800,2026-04-03,Central,Ward-29,Esplanade,Road Damage,Road Department,High,Resolved,Suresh Roy,2026-04-04,4.0,22.555823,88.438549,Inspection Pending
CMP0801,2026-04-28,East,Ward-7,Salt Lake,Street Light Fault,Electricity Department,Medium,Resolved,Karan Paul,2026-05-08,3.0,22.573684,88.475163,Work Completed
CMP0802,2026-01-02,South,Ward-21,Tollygunge,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-02-09,4.0,22.458181,88.482532,Pending
CMP0803,2026-03-05,North,Ward-3,Dum Dum,Garbage Overflow,Sanitation Department,Medium,Resolved,Neha Gupta,2026-05-09,5.0,22.547544,88.422438,Material Awaited
CMP0804,2026-02-05,East,Ward-7,New Town,Road Damage,Road Department,High,In Progress,Rajesh Kumar,,,22.585686,88.309288,Work Completed
CMP0805,2026-06-24,Central,Ward-6,Esplanade,Sewer Problem,Sewer Department,Medium,Resolved,Anil Shaw,2026-07-04,3.0,22.546993,88.312526,Verified
CMP0806,2026-06-23,West,Ward-19,Behala,Drain Blockage,Sewer Department,High,In Progress,Anil Shaw,,,22.687314,88.302567,Work Completed
CMP0807,2026-02-09,North,Ward-30,Dum Dum,Sewer Problem,Sewer Department,Low,In Progress,Vikram Das,,,22.572902,88.357837,Material Awaited
CMP0808,2026-01-05,Central,Ward-25,Park Street,Drain Blockage,Sewer Department,High,Open,Anil Shaw,,,22.644831,88.271085,Verified
CMP0809,2026-04-20,West,Ward-12,Santragachi,Street Light Fault,Electricity Department,Low,Open,Amit Singh,,,22.650157,88.404879,Material Awaited
CMP0810,2026-02-01,South,Ward-15,Tollygunge,Traffic Signal Fault,Traffic Department,High,Resolved,Deepak Bose,2026-02-04,3.0,22.544804,88.294896,Work Completed
CMP0811,2026-03-21,North,Ward-14,Shyambazar,Pothole,Road Department,Low,Open,Rajesh Kumar,,,22.462672,88.26348,Inspection Pending
CMP0812,2026-06-19,East,Ward-8,New Town,Traffic Signal Fault,Traffic Department,High,Open,Rahul Sen,,,22.689667,88.491289,Team Assigned
CMP0813,2026-05-26,South,Ward-24,Tollygunge,Illegal Dumping,Sanitation Department,Low,Open,Pooja Sen,,,22.651473,88.438633,Inspection Pending
CMP0814,2026-02-09,West,Ward-17,Santragachi,Park Maintenance,Parks Department,Medium,Resolved,Sonia Ghosh,2026-02-10,5.0,22.693571,88.431608,Team Assigned
CMP0815,2026-05-08,West,Ward-18,Santragachi,Road Damage,Road Department,Medium,Resolved,Rajesh Kumar,2026-05-11,3.0,22.458978,88.399625,Pending
CMP0816,2026-07-01,West,Ward-6,Behala,Road Damage,Road Department,Medium,Open,Rajesh Kumar,,,22.461894,88.325763,Work Completed
CMP0817,2026-04-15,South,Ward-16,Garia,Drain Blockage,Sewer Department,High,Open,Vikram Das,,,22.67664,88.325504,Team Assigned
CMP0818,2026-03-04,North,Ward-1,Dum Dum,Sewer Problem,Sewer Department,High,Resolved,Anil Shaw,2026-03-13,5.0,22.535387,88.298268,Material Awaited
CMP0819,2026-03-24,West,Ward-21,Santragachi,Sewer Problem,Sewer Department,Low,Open,Vikram Das,,,22.570014,88.484872,Repaired
CMP0820,2026-12-04,East,Ward-24,Salt Lake,Park Maintenance,Parks Department,Medium,Resolved,Sonia Ghosh,2026-04-13,4.0,22.483817,88.40239,Material Awaited
CMP0821,2026-01-19,North,Ward-4,Shyambazar,Garbage Overflow,Sanitation Department,Medium,In Progress,Pooja Sen,,,22.662225,88.434529,Material Awaited
CMP0822,2026-05-25,North,Ward-1,Dum Dum,Garbage Overflow,Sanitation Department,High,Open,Neha Gupta,,,22.491597,88.441757,Work Completed
CMP0823,2026-10-06,South,Ward-28,Tollygunge,Street Light Fault,Electricity Department,Medium,In Progress,Karan Paul,,,22.548405,88.269477,Pending
CMP0824,2026-01-17,South,Ward-2,Garia,Drain Blockage,Sewer Department,Medium,Open,Anil Shaw,,,22.465425,88.441483,Work Completed
CMP0825,2026-01-13,East,Ward-21,Salt Lake,Garbage Overflow,Sanitation Department,Medium,Open,Neha Gupta,,,22.522898,88.301861,Inspection Pending
CMP0826,2026-04-12,East,Ward-13,Salt Lake,Drain Blockage,Sewer Department,Medium,Open,Vikram Das,,,22.620647,88.358419,Pending
CMP0827,2026-01-02,North,Ward-6,Shyambazar,Road Damage,Road Department,Low,Resolved,Suresh Roy,2026-02-06,3.0,22.61124,88.484761,Material Awaited
CMP0828,2026-06-28,East,Ward-1,New Town,Drain Blockage,Sewer Department,High,In Progress,Anil Shaw,,,22.559031,88.333637,Verified
CMP0829,2026-03-22,East,Ward-29,Salt Lake,Street Light Fault,Electricity Department,Low,In Progress,Karan Paul,,,22.477246,88.332375,Work Completed
CMP0830,2026-03-19,West,Ward-10,Santragachi,Sewer Problem,Sewer Department,High,Resolved,Anil Shaw,2026-03-20,4.0,22.473919,88.292561,Team Assigned
CMP0831,2026-04-02,South,Ward-27,Garia,Traffic Signal Fault,Traffic Department,Low,Open,Deepak Bose,,,22.610024,88.354346,Inspection Pending
CMP0832,2026-01-03,North,Ward-8,Dum Dum,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-01-11,3.0,22.568772,88.371502,Inspection Pending
CMP0833,2026-06-20,East,Ward-17,Salt Lake,Garbage Overflow,Sanitation Department,Low,Open,Neha Gupta,,,22.623743,88.372897,Team Assigned
CMP0834,2026-06-14,East,Ward-6,New Town,Road Damage,Road Department,Medium,In Progress,Suresh Roy,,,22.504829,88.329539,Repaired
CMP0835,2026-02-27,West,Ward-11,Behala,Pothole,Road Department,High,Resolved,Suresh Roy,2026-02-28,5.0,22.515878,88.274677,Verified
CMP0836,2026-08-06,South,Ward-12,Garia,Garbage Overflow,Sanitation Department,Low,Open,Pooja Sen,,,22.549939,88.359218,Pending
CMP0837,2026-01-07,North,Ward-16,Dum Dum,Sewer Problem,Sewer Department,High,Resolved,Vikram Das,2026-01-14,5.0,22.668194,88.3686,Repaired
CMP0838,2026-05-28,North,Ward-27,Shyambazar,Illegal Dumping,Sanitation Department,High,In Progress,Neha Gupta,,,22.516332,88.416011,Team Assigned
CMP0839,2026-05-15,West,Ward-30,Behala,Road Damage,Road Department,High,Open,Suresh Roy,,,22.687543,88.485458,Repaired
CMP0840,2026-01-29,Central,Ward-2,Park Street,Park Maintenance,Parks Department,Low,Resolved,Sonia Ghosh,2026-02-07,3.0,22.561621,88.469842,Inspection Pending
CMP0841,2026-03-22,Central,Ward-30,Esplanade,Garbage Overflow,Sanitation Department,Low,Resolved,Neha Gupta,2026-03-23,3.0,22.623036,88.345171,Work Completed
CMP0842,2026-02-01,East,Ward-15,New Town,Illegal Dumping,Sanitation Department,High,Resolved,Pooja Sen,2026-03-02,5.0,22.642444,88.451896,Team Assigned
CMP0843,2026-06-26,West,Ward-24,Behala,Garbage Overflow,Sanitation Department,High,Open,Neha Gupta,,,22.552725,88.498798,Work Completed
CMP0844,2026-06-25,Central,Ward-25,Esplanade,Garbage Overflow,Sanitation Department,High,Open,Neha Gupta,,,22.658282,88.291932,Work Completed
CMP0845,2026-03-20,West,Ward-27,Behala,Traffic Signal Fault,Traffic Department,Medium,Resolved,Deepak Bose,2026-03-24,5.0,22.627947,88.391683,Pending
CMP0846,2026-05-17,North,Ward-16,Dum Dum,Water Leakage,Water Department,Medium,Open,Priya Sharma,,,22.669247,88.345948,Inspection Pending
CMP0847,2026-01-01,North,Ward-3,Shyambazar,Traffic Signal Fault,Traffic Department,Medium,In Progress,Rahul Sen,,,22.455186,88.461445,Pending
CMP0848,2026-01-14,South,Ward-27,Tollygunge,Garbage Overflow,Sanitation Department,High,In Progress,Pooja Sen,,,22.510121,88.305145,Verified
CMP0849,2026-03-20,West,Ward-16,Santragachi,Illegal Dumping,Sanitation Department,Medium,In Progress,Neha Gupta,,,22.478149,88.393518,Material Awaited
CMP0850,2026-10-04,South,Ward-28,Tollygunge,Garbage Overflow,Sanitation Department,Medium,Open,Pooja Sen,,,22.567122,88.41472,Inspection Pending
CMP0851,2026-03-04,West,Ward-12,Behala,Road Damage,Road Department,Medium,Open,Suresh Roy,,,22.562007,88.260771,Pending
CMP0852,2026-01-30,Central,Ward-6,Esplanade,Drain Blockage,Sewer Department,Medium,In Progress,Vikram Das,,,22.507807,88.497937,Work Completed
CMP0853,2026-03-26,Central,Ward-13,Park Street,Pothole,Road Department,Low,Open,Suresh Roy,,,22.634438,88.453136,Team Assigned
CMP0854,2026-03-09,East,Ward-11,Salt Lake,Park Maintenance,Parks Department,Medium,In Progress,Sonia Ghosh,,,22.69408,88.317456,Material Awaited
CMP0855,2026-01-11,West,Ward-5,Behala,Sewer Problem,Sewer Department,Low,Resolved,Anil Shaw,2026-01-12,3.0,22.697511,88.329904,Material Awaited
CMP0856,2026-03-20,North,Ward-26,Dum Dum,Sewer Problem,Sewer Department,Medium,In Progress,Vikram Das,,,22.453903,88.304894,Work Completed
CMP0857,2026-04-29,South,Ward-22,Garia,Drain Blockage,Sewer Department,Low,In Progress,Vikram Das,,,22.64225,88.341131,Material Awaited
CMP0858,2026-03-21,West,Ward-24,Behala,Illegal Dumping,Sanitation Department,High,Open,Neha Gupta,,,22.468862,88.262536,Team Assigned
CMP0859,2026-01-18,West,Ward-17,Behala,Traffic Signal Fault,Traffic Department,Low,Resolved,Deepak Bose,2026-01-28,3.0,22.541571,88.34823,Repaired
CMP0860,2026-02-15,East,Ward-13,New Town,Garbage Overflow,Sanitation Department,High,Open,Neha Gupta,,,22.496698,88.452085,Inspection Pending
CMP0861,2026-04-18,North,Ward-4,Dum Dum,Road Damage,Road Department,Low,Resolved,Rajesh Kumar,2026-04-27,3.0,22.602642,88.334586,Material Awaited
CMP0862,2026-04-07,North,Ward-24,Dum Dum,Garbage Overflow,Sanitation Department,Medium,In Progress,Pooja Sen,,,22.584816,88.481063,Material Awaited
CMP0863,2026-02-01,West,Ward-29,Behala,Park Maintenance,Parks Department,High,Resolved,Sonia Ghosh,2026-06-01,3.0,22.624291,88.336654,Pending
CMP0864,2026-06-20,East,Ward-19,Salt Lake,Water Leakage,Water Department,Low,Resolved,Rohit Das,2026-06-26,4.0,22.652607,88.437469,Team Assigned
CMP0865,2026-06-19,East,Ward-23,Salt Lake,Illegal Dumping,Sanitation Department,Low,In Progress,Neha Gupta,,,22.510413,88.45236,Repaired
CMP0866,2026-04-26,Central,Ward-18,Esplanade,Road Damage,Road Department,Low,Open,Rajesh Kumar,,,22.691001,88.30837,Inspection Pending
CMP0867,2026-03-01,South,Ward-13,Tollygunge,Pothole,Road Department,Medium,Resolved,Suresh Roy,2026-11-03,5.0,22.62952,88.342469,Verified
CMP0868,2026-04-04,South,Ward-14,Garia,Garbage Overflow,Sanitation Department,Medium,Open,Pooja Sen,,,22.60535,88.337693,Verified
CMP0869,2026-04-26,West,Ward-27,Behala,Street Light Fault,Electricity Department,Medium,In Progress,Amit Singh,,,22.618507,88.463148,Verified
CMP0870,2026-08-06,East,Ward-6,Salt Lake,Traffic Signal Fault,Traffic Department,Medium,Open,Rahul Sen,,,22.548866,88.320567,Work Completed
CMP0871,2026-06-03,South,Ward-4,Tollygunge,Park Maintenance,Parks Department,High,In Progress,Arjun Roy,,,22.617532,88.32482,Team Assigned
CMP0872,2026-06-03,East,Ward-18,New Town,Garbage Overflow,Sanitation Department,Low,In Progress,Pooja Sen,,,22.451889,88.389864,Pending
CMP0873,2026-01-14,North,Ward-13,Dum Dum,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.499189,88.291659,Repaired
CMP0874,2026-02-04,Central,Ward-1,Esplanade,Drain Blockage,Sewer Department,Low,Resolved,Vikram Das,2026-11-02,5.0,22.485699,88.495722,Pending
CMP0875,2026-02-01,West,Ward-22,Santragachi,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.487316,88.429376,Material Awaited
CMP0876,2026-03-18,East,Ward-30,New Town,Traffic Signal Fault,Traffic Department,Low,Open,Rahul Sen,,,22.479648,88.326314,Team Assigned
CMP0877,2026-04-03,West,Ward-11,Santragachi,Pothole,Road Department,High,In Progress,Rajesh Kumar,,,22.584037,88.287849,Verified
CMP0878,2026-04-15,West,Ward-18,Behala,Water Leakage,Water Department,Medium,Resolved,Priya Sharma,2026-04-18,5.0,22.487697,88.466641,Material Awaited
CMP0879,2026-06-02,West,Ward-21,Behala,Garbage Overflow,Sanitation Department,High,Open,Neha Gupta,,,22.573255,88.368443,Team Assigned
CMP0880,2026-03-16,East,Ward-7,Salt Lake,Drain Blockage,Sewer Department,Low,Open,Anil Shaw,,,22.527829,88.279503,Repaired
CMP0881,2026-03-02,East,Ward-27,New Town,Illegal Dumping,Sanitation Department,High,Open,Pooja Sen,,,22.590231,88.286065,Verified
CMP0882,2026-05-07,Central,Ward-4,Park Street,Garbage Overflow,Sanitation Department,Medium,Open,Pooja Sen,,,22.551163,88.364377,Inspection Pending
CMP0883,2026-02-18,Central,Ward-21,Esplanade,Traffic Signal Fault,Traffic Department,Medium,In Progress,Deepak Bose,,,22.69254,88.343399,Material Awaited
CMP0884,2026-02-02,East,Ward-13,Salt Lake,Pothole,Road Department,Medium,In Progress,Suresh Roy,,,22.465392,88.445247,Inspection Pending
CMP0885,2026-03-15,North,Ward-11,Shyambazar,Drain Blockage,Sewer Department,High,Open,Anil Shaw,,,22.636794,88.281845,Material Awaited
CMP0886,2026-04-14,Central,Ward-7,Park Street,Garbage Overflow,Sanitation Department,Low,Open,Pooja Sen,,,22.570439,88.36375,Verified
CMP0887,2026-04-25,Central,Ward-7,Park Street,Park Maintenance,Parks Department,Medium,Resolved,Arjun Roy,2026-04-29,3.0,22.552588,88.489506,Repaired
CMP0888,2026-04-13,Central,Ward-27,Park Street,Park Maintenance,Parks Department,Medium,Resolved,Sonia Ghosh,2026-04-22,3.0,22.574445,88.29611,Pending
CMP0889,2026-06-13,Central,Ward-4,Esplanade,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-06-19,3.0,22.672615,88.251394,Inspection Pending
CMP0890,2026-03-21,Central,Ward-28,Park Street,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.582404,88.291212,Pending
CMP0891,2026-04-29,North,Ward-14,Dum Dum,Park Maintenance,Parks Department,Medium,Resolved,Arjun Roy,2026-05-06,4.0,22.655744,88.381128,Inspection Pending
CMP0892,2026-05-21,East,Ward-27,New Town,Traffic Signal Fault,Traffic Department,Low,In Progress,Deepak Bose,,,22.676509,88.447293,Inspection Pending
CMP0893,2026-02-25,Central,Ward-7,Esplanade,Sewer Problem,Sewer Department,Medium,Open,Vikram Das,,,22.624915,88.411436,Team Assigned
CMP0894,2026-04-06,Central,Ward-17,Esplanade,Garbage Overflow,Sanitation Department,Low,In Progress,Pooja Sen,,,22.581356,88.277136,Repaired
