Complaint_ID,Complaint_Date,District,Ward,Area,Issue_Type,Department,Priority,Status,Assigned_Officer,Resolution_Date,Citizen_Rating,Latitude,Longitude,Remarks,Month,Month_Num,Year,Weekday,Is_Weekend,Quarter,Day_of_Month,Resolution_Time_Days,Resolution_Category,SLA_Status,SLA_Breached_Flag,Complaint_Age_Days,Is_Resolved,Complaint_Severity_Score,Officer_Workload_Count,Area_Complaint_Density,Civic_Priority_Index
CMP0109,2026-04-29,North,Ward-18,Shyambazar,Park Maintenance,Parks Department,Medium,Open,Sonia Ghosh,,,22.674157,88.358703,Material Awaited,April,4,2026,Wednesday,0,Q2,29,,Pending,Pending,,221,No,2,43,108,24.3
CMP0110,2026-05-10,West,Ward-27,Behala,Drain Blockage,Sewer Department,Medium,Resolved,Vikram Das,2026-05-17,5.0,22.464539,88.419954,Team Assigned,May,5,2026,Sunday,1,Q2,10,7.0,Medium,SLA Breached,1.0,210,Yes,2,82,121,28.2
CMP0111,2026-05-04,West,Ward-5,Santragachi,Illegal Dumping,Sanitation Department,Medium,In Progress,Pooja Sen,,,22.484055,88.30103,Inspection Pending,May,5,2026,Monday,0,Q2,4,,Pending,Pending,,216,No,2,106,83,30.6
CMP0112,2026-03-17,East,Ward-11,New Town,Road Damage,Road Department,High,Resolved,Suresh Roy,2026-03-22,3.0,22.603357,88.413296,Verified,March,3,2026,Tuesday,0,Q1,17,5.0,Medium,SLA Breached,1.0,264,Yes,3,87,113,38.7
CMP0113,2026-02-21,North,Ward-26,Shyambazar,Drain Blockage,Sewer Department,Medium,In Progress,Vikram Das,,,22.490508,88.326366,Material Awaited,February,2,2026,Saturday,1,Q1,21,,Pending,Pending,,288,No,2,82,108,28.2
CMP0114,2026-06-08,Central,Ward-7,Esplanade,Traffic Signal Fault,Traffic Department,High,Open,Deepak Bose,,,22.535966,88.304334,Verified,June,6,2026,Monday,0,Q2,8,,Pending,Pending,,181,No,3,50,87,35.0
CMP0115,2026-07-04,South,Ward-4,Tollygunge,Pothole,Road Department,High,Open,Suresh Roy,,,22.486254,88.456323,Work Completed,July,7,2026,Saturday,1,Q3,4,,Pending,Pending,,155,No,3,87,109,38.7
CMP0116,2026-04-21,West,Ward-16,Behala,Illegal Dumping,Sanitation Department,High,In Progress,Neha Gupta,,,22.626096,88.276421,Inspection Pending,April,4,2026,Tuesday,0,Q2,21,,Pending,Pending,,229,No,3,121,121,42.1
CMP0117,2026-12-04,Central,Ward-13,Esplanade,Park Maintenance,Parks Department,Medium,Open,Sonia Ghosh,,,22.684749,88.373555,Verified,December,12,2026,Friday,0,Q4,4,,Pending,Pending,,2,No,2,43,87,24.3
CMP0118,2026-02-05,North,Ward-29,Shyambazar,Water Leakage,Water Department,High,In Progress,Priya Sharma,,,22.490999,88.38625,Inspection Pending,February,2,2026,Thursday,0,Q1,5,,Pending,Pending,,304,No,3,44,108,34.4
CMP0119,2026-01-13,North,Ward-26,Dum Dum,Water Leakage,Water Department,High,In Progress,Priya Sharma,,,22.657643,88.39257,Work Completed,January,1,2026,Tuesday,0,Q1,13,,Pending,Pending,,327,No,3,44,100,34.4
CMP0120,2026-06-11,South,Ward-25,Tollygunge,Street Light Fault,Electricity Department,Medium,In Progress,Karan Paul,,,22.606299,88.468712,Material Awaited,June,6,2026,Thursday,0,Q2,11,,Pending,Pending,,178,No,2,59,109,25.9
CMP0121,2026-03-24,West,Ward-12,Behala,Sewer Problem,Sewer Department,Low,Open,Anil Shaw,,,22.63064,88.402401,Repaired,March,3,2026,Tuesday,0,Q1,24,,Pending,Pending,,257,No,1,112,121,21.2
CMP0122,2026-01-30,West,Ward-13,Behala,Water Leakage,Water Department,High,In Progress,Priya Sharma,,,22.635016,88.467141,Work Completed,January,1,2026,Friday,0,Q1,30,,Pending,Pending,,310,No,3,44,121,34.4
CMP0123,2026-01-15,West,Ward-1,Santragachi,Traffic Signal Fault,Traffic Department,High,Resolved,Rahul Sen,2026-01-20,4.0,22.467453,88.413402,Work Completed,January,1,2026,Thursday,0,Q1,15,5.0,Medium,SLA Breached,1.0,325,Yes,3,58,83,35.8
CMP0124,2026-02-23,North,Ward-27,Dum Dum,Sewer Problem,Sewer Department,Medium,Open,Anil Shaw,,,22.683971,88.492152,Work Completed,February,2,2026,Monday,0,Q1,23,,Pending,Pending,,286,No,2,112,100,31.2
CMP0125,2026-04-01,East,Ward-23,Salt Lake,Sewer Problem,Sewer Department,Low,Resolved,Anil Shaw,2026-01-12,3.0,22.60314,88.463508,Inspection Pending,April,4,2026,Wednesday,0,Q2,1,,Pending,Pending,,249,Yes,1,112,97,21.2
CMP0126,2026-02-20,East,Ward-25,New Town,Road Damage,Road Department,Medium,In Progress,Rajesh Kumar,,,22.640541,88.392523,Work Completed,February,2,2026,Friday,0,Q1,20,,Pending,Pending,,289,No,2,103,113,30.3
CMP0127,2026-05-18,South,Ward-16,Tollygunge,Garbage Overflow,Sanitation Department,Low,In Progress,Neha Gupta,,,22.535251,88.496761,Inspection Pending,May,5,2026,Monday,0,Q2,18,,Pending,Pending,,202,No,1,121,109,22.1
CMP0128,2026-06-25,Central,Ward-2,Park Street,Park Maintenance,Parks Department,High,Resolved,Arjun Roy,2026-06-30,5.0,22.525401,88.308961,Team Assigned,June,6,2026,Thursday,0,Q2,25,5.0,Medium,SLA Breached,1.0,164,Yes,3,45,84,34.5
CMP0129,2026-01-17,North,Ward-28,Shyambazar,Traffic Signal Fault,Traffic Department,High,In Progress,Rahul Sen,,,22.683053,88.386911,Verified,January,1,2026,Saturday,1,Q1,17,,Pending,Pending,,323,No,3,58,108,35.8
CMP0130,2026-01-24,West,Ward-26,Behala,Traffic Signal Fault,Traffic Department,High,Resolved,Rahul Sen,2026-02-01,3.0,22.568319,88.308277,Repaired,January,1,2026,Saturday,1,Q1,24,8.0,Slow,SLA Breached,1.0,316,Yes,3,58,121,35.8
CMP0131,2026-05-07,East,Ward-21,Salt Lake,Water Leakage,Water Department,Medium,Open,Rohit Das,,,22.68577,88.448721,Pending,May,5,2026,Thursday,0,Q2,7,,Pending,Pending,,213,No,2,46,97,24.6
CMP0132,2026-05-16,East,Ward-12,New Town,Sewer Problem,Sewer Department,Medium,In Progress,Vikram Das,,,22.671095,88.411887,Inspection Pending,May,5,2026,Saturday,1,Q2,16,,Pending,Pending,,204,No,2,82,113,28.2
CMP0133,2026-06-20,South,Ward-23,Tollygunge,Garbage Overflow,Sanitation Department,High,Open,Pooja Sen,,,22.585132,88.47217,Team Assigned,June,6,2026,Saturday,1,Q2,20,,Pending,Pending,,169,No,3,106,109,40.6
CMP0134,2026-03-12,North,Ward-25,Shyambazar,Pothole,Road Department,Low,Open,Rajesh Kumar,,,22.554694,88.268785,Verified,March,3,2026,Thursday,0,Q1,12,,Pending,Pending,,269,No,1,103,108,20.3
CMP0135,2026-06-26,South,Ward-15,Garia,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-06-30,4.0,22.587561,88.269014,Work Completed,June,6,2026,Friday,0,Q2,26,4.0,Medium,SLA Breached,1.0,163,Yes,3,121,98,42.1
CMP0136,2026-01-18,North,Ward-4,Shyambazar,Water Leakage,Water Department,Medium,Open,Rohit Das,,,22.525359,88.273108,Repaired,January,1,2026,Sunday,1,Q1,18,,Pending,Pending,,322,No,2,46,108,24.6
CMP0137,2026-03-10,South,Ward-8,Tollygunge,Street Light Fault,Electricity Department,High,Resolved,Amit Singh,2026-03-20,4.0,22.650613,88.313522,Team Assigned,March,3,2026,Tuesday,0,Q1,10,10.0,Slow,SLA Breached,1.0,271,Yes,3,44,109,34.4
CMP0138,2026-06-15,East,Ward-23,Salt Lake,Garbage Overflow,Sanitation Department,Low,Resolved,Pooja Sen,2026-06-19,4.0,22.473132,88.389448,Verified,June,6,2026,Monday,0,Q2,15,4.0,Medium,SLA Breached,1.0,174,Yes,1,106,97,20.6
CMP0139,2026-08-06,West,Ward-10,Santragachi,Illegal Dumping,Sanitation Department,Medium,Open,Pooja Sen,,,22.519651,88.252064,Team Assigned,August,8,2026,Thursday,0,Q3,6,,Pending,Pending,,122,No,2,106,83,30.6
CMP0140,2026-04-09,North,Ward-19,Dum Dum,Garbage Overflow,Sanitation Department,Medium,Open,Pooja Sen,,,22.685201,88.26397,Work Completed,April,4,2026,Thursday,0,Q2,9,,Pending,Pending,,241,No,2,106,100,30.6
CMP0141,2026-03-22,South,Ward-13,Tollygunge,Water Leakage,Water Department,High,Open,Rohit Das,,,22.691379,88.479065,Pending,March,3,2026,Sunday,1,Q1,22,,Pending,Pending,,259,No,3,46,109,34.6
CMP0142,2026-04-28,East,Ward-30,New Town,Illegal Dumping,Sanitation Department,High,In Progress,Pooja Sen,,,22.482367,88.394106,Repaired,April,4,2026,Tuesday,0,Q2,28,,Pending,Pending,,222,No,3,106,113,40.6
CMP0143,2026-01-31,East,Ward-29,New Town,Park Maintenance,Parks Department,High,Open,Sonia Ghosh,,,22.458175,88.453474,Inspection Pending,January,1,2026,Saturday,1,Q1,31,,Pending,Pending,,309,No,3,43,113,34.3
CMP0144,2026-12-05,East,Ward-1,Salt Lake,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-05-13,5.0,22.66047,88.447323,Team Assigned,December,12,2026,Saturday,1,Q4,5,,Pending,Pending,,1,Yes,1,103,97,20.3
CMP0145,2026-05-04,North,Ward-8,Shyambazar,Illegal Dumping,Sanitation Department,Medium,Open,Neha Gupta,,,22.477074,88.312589,Repaired,May,5,2026,Monday,0,Q2,4,,Pending,Pending,,216,No,2,121,108,32.1
CMP0146,2026-05-27,West,Ward-26,Santragachi,Illegal Dumping,Sanitation Department,Medium,In Progress,Neha Gupta,,,22.543219,88.385722,Material Awaited,May,5,2026,Wednesday,0,Q2,27,,Pending,Pending,,193,No,2,121,83,32.1
CMP0147,2026-05-13,East,Ward-30,New Town,Road Damage,Road Department,High,In Progress,Suresh Roy,,,22.683432,88.317831,Verified,May,5,2026,Wednesday,0,Q2,13,,Pending,Pending,,207,No,3,87,113,38.7
CMP0148,2026-03-27,South,Ward-23,Garia,Traffic Signal Fault,Traffic Department,Medium,Open,Deepak Bose,,,22.462041,88.311854,Verified,March,3,2026,Friday,0,Q1,27,,Pending,Pending,,254,No,2,50,98,25.0
CMP0149,2026-06-26,Central,Ward-20,Park Street,Water Leakage,Water Department,Medium,Resolved,Rohit Das,2026-06-30,5.0,22.567454,88.350983,Inspection Pending,June,6,2026,Friday,0,Q2,26,4.0,Medium,SLA Breached,1.0,163,Yes,2,46,84,24.6
CMP0150,2026-01-05,North,Ward-21,Dum Dum,Illegal Dumping,Sanitation Department,Medium,Open,Neha Gupta,,,22.500803,88.301886,Material Awaited,January,1,2026,Monday,0,Q1,5,,Pending,Pending,,335,No,2,121,100,32.1
CMP0151,2026-04-07,West,Ward-11,Behala,Street Light Fault,Electricity Department,Medium,In Progress,Karan Paul,,,22.631635,88.455541,Team Assigned,April,4,2026,Tuesday,0,Q2,7,,Pending,Pending,,243,No,2,59,121,25.9
CMP0152,2026-06-29,Central,Ward-20,Park Street,Illegal Dumping,Sanitation Department,High,Open,Pooja Sen,,,22.59097,88.490164,Work Completed,June,6,2026,Monday,0,Q2,29,,Pending,Pending,,160,No,3,106,84,40.6
CMP0153,2026-05-25,South,Ward-22,Garia,Illegal Dumping,Sanitation Department,High,In Progress,Pooja Sen,,,22.594775,88.420917,Material Awaited,May,5,2026,Monday,0,Q2,25,,Pending,Pending,,195,No,3,106,98,40.6
CMP0154,2026-01-31,East,Ward-14,New Town,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-02-05,3.0,22.595001,88.481673,Inspection Pending,January,1,2026,Saturday,1,Q1,31,5.0,Medium,SLA Breached,1.0,309,Yes,3,121,113,42.1
CMP0155,2026-01-17,North,Ward-24,Shyambazar,Garbage Overflow,Sanitation Department,Low,In Progress,Pooja Sen,,,22.652902,88.452661,Repaired,January,1,2026,Saturday,1,Q1,17,,Pending,Pending,,323,No,1,106,108,20.6
CMP0156,2026-05-30,West,Ward-6,Santragachi,Pothole,Road Department,High,Open,Rajesh Kumar,,,22.587344,88.492359,Inspection Pending,May,5,2026,Saturday,1,Q2,30,,Pending,Pending,,190,No,3,103,83,40.3
CMP0157,2026-01-17,West,Ward-21,Behala,Garbage Overflow,Sanitation Department,Medium,In Progress,Pooja Sen,,,22.501672,88.417037,Team Assigned,January,1,2026,Saturday,1,Q1,17,,Pending,Pending,,323,No,2,106,121,30.6
CMP0158,2026-06-06,West,Ward-13,Santragachi,Street Light Fault,Electricity Department,Medium,Open,Amit Singh,,,22.514463,88.254733,Work Completed,June,6,2026,Saturday,1,Q2,6,,Pending,Pending,,183,No,2,44,83,24.4
CMP0159,2026-04-22,West,Ward-2,Behala,Water Leakage,Water Department,High,Open,Priya Sharma,,,22.506476,88.275968,Team Assigned,April,4,2026,Wednesday,0,Q2,22,,Pending,Pending,,228,No,3,44,121,34.4
CMP0160,2026-03-15,South,Ward-20,Garia,Drain Blockage,Sewer Department,Low,In Progress,Vikram Das,,,22.469996,88.482787,Material Awaited,March,3,2026,Sunday,1,Q1,15,,Pending,Pending,,266,No,1,82,98,18.2
CMP0161,2026-06-23,Central,Ward-27,Park Street,Illegal Dumping,Sanitation Department,High,Resolved,Pooja Sen,2026-06-24,5.0,22.586226,88.401994,Team Assigned,June,6,2026,Tuesday,0,Q2,23,1.0,Fast,Within SLA,0.0,166,Yes,3,106,84,40.6
CMP0162,2026-06-10,North,Ward-24,Shyambazar,Illegal Dumping,Sanitation Department,High,Resolved,Neha Gupta,2026-06-19,3.0,22.569089,88.254876,Material Awaited,June,6,2026,Wednesday,0,Q2,10,9.0,Slow,SLA Breached,1.0,179,Yes,3,121,108,42.1
CMP0163,2026-02-26,South,Ward-30,Tollygunge,Park Maintenance,Parks Department,High,Resolved,Arjun Roy,2026-03-03,5.0,22.455945,88.378497,Pending,February,2,2026,Thursday,0,Q1,26,5.0,Medium,SLA Breached,1.0,283,Yes,3,45,109,34.5
CMP0164,2026-09-04,East,Ward-24,New Town,Road Damage,Road Department,Medium,In Progress,Rajesh Kumar,,,22.674306,88.273006,Repaired,September,9,2026,Friday,0,Q3,4,,Pending,Pending,,93,No,2,103,113,30.3
CMP0165,2026-07-02,West,Ward-5,Behala,Water Leakage,Water Department,Low,Resolved,Priya Sharma,2026-08-02,4.0,22.66414,88.374408,Verified,July,7,2026,Thursday,0,Q3,2,31.0,Slow,SLA Breached,1.0,157,Yes,1,44,121,14.4
CMP0166,2026-01-10,Central,Ward-1,Esplanade,Road Damage,Road Department,High,Open,Suresh Roy,,,22.451885,88.499042,Verified,January,1,2026,Saturday,1,Q1,10,,Pending,Pending,,330,No,3,87,87,38.7
CMP0167,2026-02-01,East,Ward-10,New Town,Drain Blockage,Sewer Department,Medium,Resolved,Anil Shaw,2026-04-02,3.0,22.569654,88.283781,Inspection Pending,February,2,2026,Sunday,1,Q1,1,60.0,Slow,SLA Breached,1.0,308,Yes,2,112,113,31.2
CMP0168,2026-05-16,South,Ward-27,Garia,Garbage Overflow,Sanitation Department,Low,Open,Neha Gupta,,,22.583575,88.284827,Pending,May,5,2026,Saturday,1,Q2,16,,Pending,Pending,,204,No,1,121,98,22.1
CMP0169,2026-04-14,West,Ward-27,Behala,Illegal Dumping,Sanitation Department,Medium,Open,Pooja Sen,,,22.519533,88.28452,Material Awaited,April,4,2026,Tuesday,0,Q2,14,,Pending,Pending,,236,No,2,106,121,30.6
CMP0170,2026-06-08,West,Ward-17,Behala,Garbage Overflow,Sanitation Department,High,Resolved,Neha Gupta,2026-06-18,3.0,22.655509,88.328147,Inspection Pending,June,6,2026,Monday,0,Q2,8,10.0,Slow,SLA Breached,1.0,181,Yes,3,121,121,42.1
CMP0171,2026-03-17,Central,Ward-24,Esplanade,Pothole,Road Department,Low,Resolved,Rajesh Kumar,2026-03-27,4.0,22.46063,88.462547,Inspection Pending,March,3,2026,Tuesday,0,Q1,17,10.0,Slow,SLA Breached,1.0,264,Yes,1,103,87,20.3
CMP0172,2026-03-19,North,Ward-28,Shyambazar,Park Maintenance,Parks Department,High,In Progress,Arjun Roy,,,22.572639,88.411167,Team Assigned,March,3,2026,Thursday,0,Q1,19,,Pending,Pending,,262,No,3,45,108,34.5
CMP0173,2026-04-08,North,Ward-12,Shyambazar,Traffic Signal Fault,Traffic Department,Low,In Progress,Rahul Sen,,,22.649236,88.400058,Repaired,April,4,2026,Wednesday,0,Q2,8,,Pending,Pending,,242,No,1,58,108,15.8
CMP0174,2026-05-17,Central,Ward-30,Park Street,Traffic Signal Fault,Traffic Department,Low,Resolved,Deepak Bose,2026-05-27,4.0,22.552222,88.397205,Repaired,May,5,2026,Sunday,1,Q2,17,10.0,Slow,SLA Breached,1.0,203,Yes,1,50,84,15.0
CMP0175,2026-01-17,South,Ward-19,Garia,Street Light Fault,Electricity Department,Medium,Resolved,Karan Paul,2026-01-19,4.0,22.538044,88.357948,Material Awaited,January,1,2026,Saturday,1,Q1,17,2.0,Fast,Within SLA,0.0,323,Yes,2,59,98,25.9
CMP0176,2026-03-15,West,Ward-8,Santragachi,Drain Blockage,Sewer Department,High,Resolved,Anil Shaw,2026-03-24,4.0,22.696101,88.322778,Material Awaited,March,3,2026,Sunday,1,Q1,15,9.0,Slow,SLA Breached,1.0,266,Yes,3,112,83,41.2
CMP0177,2026-06-22,South,Ward-11,Tollygunge,Road Damage,Road Department,High,In Progress,Suresh Roy,,,22.620626,88.470805,Pending,June,6,2026,Monday,0,Q2,22,,Pending,Pending,,167,No,3,87,109,38.7
CMP0178,2026-05-04,East,Ward-14,Salt Lake,Water Leakage,Water Department,High,Resolved,Priya Sharma,2026-05-05,4.0,22.603429,88.257762,Inspection Pending,May,5,2026,Monday,0,Q2,4,1.0,Fast,Within SLA,0.0,216,Yes,3,44,97,34.4
CMP0179,2026-04-21,East,Ward-22,Salt Lake,Garbage Overflow,Sanitation Department,Medium,In Progress,Neha Gupta,,,22.471727,88.314612,Team Assigned,April,4,2026,Tuesday,0,Q2,21,,Pending,Pending,,229,No,2,121,97,32.1
CMP0180,2026-03-04,Central,Ward-23,Esplanade,Sewer Problem,Sewer Department,High,Open,Vikram Das,,,22.616376,88.449491,Work Completed,March,3,2026,Wednesday,0,Q1,4,,Pending,Pending,,277,No,3,82,87,38.2
CMP0181,2026-03-14,North,Ward-12,Shyambazar,Drain Blockage,Sewer Department,High,Resolved,Vikram Das,2026-03-20,3.0,22.698421,88.270999,Inspection Pending,March,3,2026,Saturday,1,Q1,14,6.0,Medium,SLA Breached,1.0,267,Yes,3,82,108,38.2
CMP0182,2026-06-11,North,Ward-24,Dum Dum,Illegal Dumping,Sanitation Department,High,In Progress,Neha Gupta,,,22.556103,88.376691,Material Awaited,June,6,2026,Thursday,0,Q2,11,,Pending,Pending,,178,No,3,121,100,42.1
CMP0183,2026-02-08,Central,Ward-13,Park Street,Garbage Overflow,Sanitation Department,Medium,In Progress,Pooja Sen,,,22.520729,88.430011,Verified,February,2,2026,Sunday,1,Q1,8,,Pending,Pending,,301,No,2,106,84,30.6
CMP0184,2026-05-17,West,Ward-7,Behala,Illegal Dumping,Sanitation Department,Medium,In Progress,Pooja Sen,,,22.583113,88.405028,Pending,May,5,2026,Sunday,1,Q2,17,,Pending,Pending,,203,No,2,106,121,30.6
CMP0185,2026-03-18,East,Ward-8,New Town,Street Light Fault,Electricity Department,Low,Resolved,Karan Paul,2026-03-26,4.0,22.455559,88.347815,Verified,March,3,2026,Wednesday,0,Q1,18,8.0,Slow,SLA Breached,1.0,263,Yes,1,59,113,15.9
CMP0186,2026-10-03,West,Ward-11,Santragachi,Water Leakage,Water Department,Medium,Open,Rohit Das,,,22.563598,88.39765,Pending,October,10,2026,Saturday,1,Q4,3,,Pending,Pending,,64,No,2,46,83,24.6
CMP0187,2026-06-27,West,Ward-1,Santragachi,Water Leakage,Water Department,Low,Resolved,Priya Sharma,2026-06-30,3.0,22.590643,88.26433,Work Completed,June,6,2026,Saturday,1,Q2,27,3.0,Fast,Within SLA,0.0,162,Yes,1,44,83,14.4
CMP0188,2026-05-29,North,Ward-27,Dum Dum,Illegal Dumping,Sanitation Department,High,In Progress,Neha Gupta,,,22.588007,88.297934,Repaired,May,5,2026,Friday,0,Q2,29,,Pending,Pending,,191,No,3,121,100,42.1
CMP0189,2026-01-31,East,Ward-23,Salt Lake,Garbage Overflow,Sanitation Department,Medium,Open,Pooja Sen,,,22.576128,88.254167,Material Awaited,January,1,2026,Saturday,1,Q1,31,,Pending,Pending,,309,No,2,106,97,30.6
CMP0190,2026-02-23,West,Ward-15,Behala,Road Damage,Road Department,Medium,Open,Rajesh Kumar,,,22.608514,88.427431,Team Assigned,February,2,2026,Monday,0,Q1,23,,Pending,Pending,,286,No,2,103,121,30.3
CMP0191,2026-03-01,South,Ward-5,Garia,Garbage Overflow,Sanitation Department,Low,Open,Pooja Sen,,,22.611569,88.309459,Pending,March,3,2026,Sunday,1,Q1,1,,Pending,Pending,,280,No,1,106,98,20.6
CMP0192,2026-03-31,Central,Ward-29,Park Street,Sewer Problem,Sewer Department,Low,Resolved,Anil Shaw,2026-04-02,5.0,22.619905,88.294935,Verified,March,3,2026,Tuesday,0,Q1,31,2.0,Fast,Within SLA,0.0,250,Yes,1,112,84,21.2
CMP0193,2026-06-08,South,Ward-14,Tollygunge,Water Leakage,Water Department,Low,In Progress,Rohit Das,,,22.58736,88.415591,Inspection Pending,June,6,2026,Monday,0,Q2,8,,Pending,Pending,,181,No,1,46,109,14.6
CMP0194,2026-06-20,East,Ward-29,Salt Lake,Park Maintenance,Parks Department,Medium,In Progress,Sonia Ghosh,,,22.68878,88.425962,Pending,June,6,2026,Saturday,1,Q2,20,,Pending,Pending,,169,No,2,43,97,24.3
CMP0195,2026-01-02,East,Ward-23,Salt Lake,Illegal Dumping,Sanitation Department,High,Resolved,Pooja Sen,2026-01-12,4.0,22.512876,88.35507,Pending,January,1,2026,Friday,0,Q1,2,10.0,Slow,SLA Breached,1.0,338,Yes,3,106,97,40.6
CMP0196,2026-04-04,North,Ward-8,Dum Dum,Park Maintenance,Parks Department,Medium,In Progress,Sonia Ghosh,,,22.454032,88.260825,Team Assigned,April,4,2026,Saturday,1,Q2,4,,Pending,Pending,,246,No,2,43,100,24.3
CMP0197,2026-04-26,North,Ward-23,Shyambazar,Water Leakage,Water Department,High,Open,Rohit Das,,,22.689723,88.377274,Inspection Pending,April,4,2026,Sunday,1,Q2,26,,Pending,Pending,,224,No,3,46,108,34.6
CMP0198,2026-04-05,Central,Ward-10,Esplanade,Water Leakage,Water Department,Low,In Progress,Priya Sharma,,,22.597373,88.292255,Inspection Pending,April,4,2026,Sunday,1,Q2,5,,Pending,Pending,,245,No,1,44,87,14.4
CMP0199,2026-02-26,North,Ward-9,Dum Dum,Pothole,Road Department,High,Open,Rajesh Kumar,,,22.650789,88.475662,Verified,February,2,2026,Thursday,0,Q1,26,,Pending,Pending,,283,No,3,103,100,40.3
CMP0200,2026-04-26,South,Ward-16,Garia,Drain Blockage,Sewer Department,Low,Resolved,Vikram Das,2026-04-30,5.0,22.55153,88.419852,Inspection Pending,April,4,2026,Sunday,1,Q2,26,4.0,Medium,SLA Breached,1.0,224,Yes,1,82,98,18.2
CMP0201,2026-03-25,East,Ward-17,Salt Lake,Street Light Fault,Electricity Department,High,Open,Amit Singh,,,22.555254,88.485359,Inspection Pending,March,3,2026,Wednesday,0,Q1,25,,Pending,Pending,,256,No,3,44,97,34.4
CMP0202,2026-04-09,South,Ward-1,Garia,Illegal Dumping,Sanitation Department,Low,Resolved,Pooja Sen,2026-04-14,3.0,22.615889,88.290684,Team Assigned,April,4,2026,Thursday,0,Q2,9,5.0,Medium,SLA Breached,1.0,241,Yes,1,106,98,20.6
CMP0203,2026-01-18,East,Ward-10,New Town,Sewer Problem,Sewer Department,Low,In Progress,Vikram Das,,,22.622279,88.326396,Work Completed,January,1,2026,Sunday,1,Q1,18,,Pending,Pending,,322,No,1,82,113,18.2
CMP0204,2026-02-18,West,Ward-17,Santragachi,Street Light Fault,Electricity Department,Low,Open,Amit Singh,,,22.533191,88.296216,Team Assigned,February,2,2026,Wednesday,0,Q1,18,,Pending,Pending,,291,No,1,44,83,14.4
CMP0205,2026-01-14,East,Ward-21,Salt Lake,Garbage Overflow,Sanitation Department,Low,In Progress,Pooja Sen,,,22.495476,88.320055,Verified,January,1,2026,Wednesday,0,Q1,14,,Pending,Pending,,326,No,1,106,97,20.6
CMP0206,2026-01-30,East,Ward-11,New Town,Street Light Fault,Electricity Department,Low,Resolved,Karan Paul,2026-08-02,4.0,22.540317,88.315947,Repaired,January,1,2026,Friday,0,Q1,30,184.0,Slow,SLA Breached,1.0,310,Yes,1,59,113,15.9
CMP0207,2026-04-24,East,Ward-7,Salt Lake,Street Light Fault,Electricity Department,Medium,In Progress,Amit Singh,,,22.502427,88.315443,Verified,April,4,2026,Friday,0,Q2,24,,Pending,Pending,,226,No,2,44,97,24.4
CMP0208,2026-05-02,North,Ward-29,Dum Dum,Sewer Problem,Sewer Department,High,Open,Anil Shaw,,,22.605042,88.491236,Material Awaited,May,5,2026,Saturday,1,Q2,2,,Pending,Pending,,218,No,3,112,100,41.2
CMP0209,2026-08-03,South,Ward-14,Garia,Street Light Fault,Electricity Department,High,Open,Karan Paul,,,22.563822,88.283162,Verified,August,8,2026,Monday,0,Q3,3,,Pending,Pending,,125,No,3,59,98,35.9
CMP0210,2026-01-06,West,Ward-20,Behala,Traffic Signal Fault,Traffic Department,High,Resolved,Deepak Bose,2026-02-06,5.0,22.499283,88.304201,Material Awaited,January,1,2026,Tuesday,0,Q1,6,31.0,Slow,SLA Breached,1.0,334,Yes,3,50,121,35.0
CMP0211,2026-03-27,East,Ward-15,New Town,Road Damage,Road Department,High,In Progress,Rajesh Kumar,,,22.509769,88.392722,Team Assigned,March,3,2026,Friday,0,Q1,27,,Pending,Pending,,254,No,3,103,113,40.3
